USFWS CODE	USFWS NAME
USFWS_812	KLAMATH MARSH NATIONAL WILDLIFE REFUGE
USFWS_813	JAMES RIVER NATIONAL WILDLIFE REFUGE
USFWS_814	LAKE THIBADEAU NATIONAL WILDLIFE REFUGE
USFWS_815	PILOT KNOB NATIONAL WILDLIFE REFUGE
USFWS_816	UMBAGOG NATIONAL WILDLIFE REFUGE
USFWS_817	KANDIYOHI COUNTY WATERFOWL PRODUCTION AREA
USFWS_818	CULEBRA NATIONAL WILDLIFE REFUGE
USFWS_819	MCKAY CREEK NATIONAL WILDLIFE REFUGE
USFWS_820	JERAULD COUNTY WATERFOWL PRODUCTION AREA
USFWS_821	HARRISON LAKE NATIONAL FISH HATCHERY
USFWS_822	BUFFALO COUNTY WATERFOWL PRODUCTION AREA
USFWS_823	COPALIS NATIONAL WILDLIFE REFUGE
USFWS_824	WALLKILL RIVER NATIONAL WILDLIFE REFUGE
USFWS_825	FARM SERVICE AGENCY INTEREST OF NE
USFWS_826	BUTTE SINK WILDLIFE MANAGEMENT AREA
USFWS_827	SACRAMENTO RIVER NATIONAL WILDLIFE REFUGE
USFWS_828	BLAINE COUNTY WATERFOWL PRODUCTION AREA
USFWS_829	SUSQUEHANNA NATIONAL WILDLIFE REFUGE
USFWS_830	TULE LAKE NATIONAL WILDLIFE REFUGE
USFWS_831	MISSISSIPPI SANDHILL CRANE NATIONAL WILDLIFE REFUGE
USFWS_832	HANSON COUNTY WATERFOWL PRODUCTION AREA
USFWS_833	YUKON DELTA NATIONAL WILDLIFE REFUGE
